Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Hombres;09 Cataluña;Total;2007;68,68
Hombres;09 Cataluña;Total;2006;68,89
Hombres;09 Cataluña;Menores de 25 años;2024;38,49
Hombres;09 Cataluña;Menores de 25 años;2023;36,39
Hombres;09 Cataluña;Menores de 25 años;2022;35,62
Hombres;09 Cataluña;Menores de 25 años;2021;30,43
Hombres;09 Cataluña;Menores de 25 años;2020;28,15
Hombres;09 Cataluña;Menores de 25 años;2019;32,93
Hombres;09 Cataluña;Menores de 25 años;2018;32,32
Hombres;09 Cataluña;Menores de 25 años;2017;30,23
Hombres;09 Cataluña;Menores de 25 años;2016;27,43
Hombres;09 Cataluña;Menores de 25 años;2015;24,45
Hombres;09 Cataluña;Menores de 25 años;2014;24,34
Hombres;09 Cataluña;Menores de 25 años;2013;23,5
Hombres;09 Cataluña;Menores de 25 años;2012;23,84
Hombres;09 Cataluña;Menores de 25 años;2011;26,01
Hombres;09 Cataluña;Menores de 25 años;2010;30,16
Hombres;09 Cataluña;Menores de 25 años;2009;33,84
Hombres;09 Cataluña;Menores de 25 años;2008;47,14
Hombres;09 Cataluña;Menores de 25 años;2007;54,17
Hombres;09 Cataluña;Menores de 25 años;2006;53,74
Hombres;09 Cataluña;25 y más años;2024;64,68
Hombres;09 Cataluña;25 y más años;2023;63,85
Hombres;09 Cataluña;25 y más años;2022;63,1
Hombres;09 Cataluña;25 y más años;2021;62,76
Hombres;09 Cataluña;25 y más años;2020;61,39
Hombres;09 Cataluña;25 y más años;2019;62,89
Hombres;09 Cataluña;25 y más años;2018;62,79
Hombres;09 Cataluña;25 y más años;2017;62,05
Hombres;09 Cataluña;25 y más años;2016;60,96
Hombres;09 Cataluña;25 y más años;2015;59,56
Hombres;09 Cataluña;25 y más años;2014;57,54
Hombres;09 Cataluña;25 y más años;2013;56,15
Hombres;09 Cataluña;25 y más años;2012;57,07
Hombres;09 Cataluña;25 y más años;2011;60,56
Hombres;09 Cataluña;25 y más años;2010;61,48
Hombres;09 Cataluña;25 y más años;2009;62,41
Hombres;09 Cataluña;25 y más años;2008;68,83
Hombres;09 Cataluña;25 y más años;2007;70,66
Hombres;09 Cataluña;25 y más años;2006;71,02
Hombres;09 Cataluña;De 16 a 19 años;2024;16,77
Hombres;09 Cataluña;De 16 a 19 años;2023;15,25
Hombres;09 Cataluña;De 16 a 19 años;2022;13,94
Hombres;09 Cataluña;De 16 a 19 años;2021;9,56
Hombres;09 Cataluña;De 16 a 19 años;2020;10,48
Hombres;09 Cataluña;De 16 a 19 años;2019;12,18
Hombres;09 Cataluña;De 16 a 19 años;2018;10,44
Hombres;09 Cataluña;De 16 a 19 años;2017;9,85
Hombres;09 Cataluña;De 16 a 19 años;2016;7,82
Hombres;09 Cataluña;De 16 a 19 años;2015;7,34
Hombres;09 Cataluña;De 16 a 19 años;2014;7,59
Hombres;09 Cataluña;De 16 a 19 años;2013;6,88
Hombres;09 Cataluña;De 16 a 19 años;2012;6,39
Hombres;09 Cataluña;De 16 a 19 años;2011;8,19
Hombres;09 Cataluña;De 16 a 19 años;2010;9,29
Hombres;09 Cataluña;De 16 a 19 años;2009;13,49
Hombres;09 Cataluña;De 16 a 19 años;2008;22,69
Hombres;09 Cataluña;De 16 a 19 años;2007;27,54
Hombres;09 Cataluña;De 16 a 19 años;2006;26,72
Hombres;09 Cataluña;De 20 a 24 años;2024;56,35
Hombres;09 Cataluña;De 20 a 24 años;2023;53,19
Hombres;09 Cataluña;De 20 a 24 años;2022;53,23
Hombres;09 Cataluña;De 20 a 24 años;2021;47,31
Hombres;09 Cataluña;De 20 a 24 años;2020;42,75
Hombres;09 Cataluña;De 20 a 24 años;2019;50,12
Hombres;09 Cataluña;De 20 a 24 años;2018;50,34
Hombres;09 Cataluña;De 20 a 24 años;2017;46,92
Hombres;09 Cataluña;De 20 a 24 años;2016;43,27
Hombres;09 Cataluña;De 20 a 24 años;2015;38,03
Hombres;09 Cataluña;De 20 a 24 años;2014;37,39
Hombres;09 Cataluña;De 20 a 24 años;2013;36,16
Hombres;09 Cataluña;De 20 a 24 años;2012;36,85
Hombres;09 Cataluña;De 20 a 24 años;2011;39,05
Hombres;09 Cataluña;De 20 a 24 años;2010;45,02
Hombres;09 Cataluña;De 20 a 24 años;2009;47,78
Hombres;09 Cataluña;De 20 a 24 años;2008;63,27
Hombres;09 Cataluña;De 20 a 24 años;2007;71,29
Hombres;09 Cataluña;De 20 a 24 años;2006;70,66
Hombres;09 Cataluña;De 25 a 54 años;2024;84,99
Hombres;09 Cataluña;De 25 a 54 años;2023;84,78
Hombres;09 Cataluña;De 25 a 54 años;2022;84,68
Hombres;09 Cataluña;De 25 a 54 años;2021;83,59
Hombres;09 Cataluña;De 25 a 54 años;2020;82,25
Hombres;09 Cataluña;De 25 a 54 años;2019;84,95
Hombres;09 Cataluña;De 25 a 54 años;2018;84,57
Hombres;09 Cataluña;De 25 a 54 años;2017;83,58
Hombres;09 Cataluña;De 25 a 54 años;2016;81,99
Hombres;09 Cataluña;De 25 a 54 años;2015;79,93
Hombres;09 Cataluña;De 25 a 54 años;2014;76,9
Hombres;09 Cataluña;De 25 a 54 años;2013;73,83
Hombres;09 Cataluña;De 25 a 54 años;2012;73,94
Hombres;09 Cataluña;De 25 a 54 años;2011;77,88
Hombres;09 Cataluña;De 25 a 54 años;2010;78,57
Hombres;09 Cataluña;De 25 a 54 años;2009;79,21
Hombres;09 Cataluña;De 25 a 54 años;2008;86,65
Hombres;09 Cataluña;De 25 a 54 años;2007;90,07
Hombres;09 Cataluña;De 25 a 54 años;2006;90,05
Hombres;09 Cataluña;De 55 y más años;2024;35,45
Hombres;09 Cataluña;De 55 y más años;2023;33,39
Hombres;09 Cataluña;De 55 y más años;2022;31,44
Hombres;09 Cataluña;De 55 y más años;2021;31,58
Hombres;09 Cataluña;De 55 y más años;2020;30,37
Hombres;09 Cataluña;De 55 y más años;2019;29,42
Hombres;09 Cataluña;De 55 y más años;2018;29,17
Hombres;09 Cataluña;De 55 y más años;2017;28,31
Hombres;09 Cataluña;De 55 y más años;2016;27,22
Hombres;09 Cataluña;De 55 y más años;2015;25,88
Hombres;09 Cataluña;De 55 y más años;2014;24,51
Hombres;09 Cataluña;De 55 y más años;2013;24,64
Hombres;09 Cataluña;De 55 y más años;2012;25,66
Hombres;09 Cataluña;De 55 y más años;2011;27,13
Hombres;09 Cataluña;De 55 y más años;2010;27,6
Hombres;09 Cataluña;De 55 y más años;2009;28,34
Hombres;09 Cataluña;De 55 y más años;2008;32,18
Hombres;09 Cataluña;De 55 y más años;2007;30,83
Hombres;09 Cataluña;De 55 y más años;2006;32,32
Hombres;10 Comunitat Valenciana;Total;2024;56,84
Hombres;10 Comunitat Valenciana;Total;2023;57,45
Hombres;10 Comunitat Valenciana;Total;2022;57,02
Hombres;10 Comunitat Valenciana;Total;2021;54,33
Hombres;10 Comunitat Valenciana;Total;2020;54,17
Hombres;10 Comunitat Valenciana;Total;2019;56,99
Hombres;10 Comunitat Valenciana;Total;2018;55,81
Hombres;10 Comunitat Valenciana;Total;2017;54,58
Hombres;10 Comunitat Valenciana;Total;2016;52,76
Hombres;10 Comunitat Valenciana;Total;2015;50,91
Hombres;10 Comunitat Valenciana;Total;2014;49,15
Hombres;10 Comunitat Valenciana;Total;2013;48,33
Hombres;10 Comunitat Valenciana;Total;2012;48,54
Hombres;10 Comunitat Valenciana;Total;2011;50,92
Hombres;10 Comunitat Valenciana;Total;2010;52,35
Hombres;10 Comunitat Valenciana;Total;2009;54,72
Hombres;10 Comunitat Valenciana;Total;2008;62,69
Hombres;10 Comunitat Valenciana;Total;2007;65,35
Hombres;10 Comunitat Valenciana;Total;2006;65,85
Hombres;10 Comunitat Valenciana;Menores de 25 años;2024;30,25
Hombres;10 Comunitat Valenciana;Menores de 25 años;2023;29,76
Hombres;10 Comunitat Valenciana;Menores de 25 años;2022;27,94
Hombres;10 Comunitat Valenciana;Menores de 25 años;2021;24,14
Hombres;10 Comunitat Valenciana;Menores de 25 años;2020;25,85
Hombres;10 Comunitat Valenciana;Menores de 25 años;2019;29,59
Hombres;10 Comunitat Valenciana;Menores de 25 años;2018;26,37
Hombres;10 Comunitat Valenciana;Menores de 25 años;2017;24,94
Hombres;10 Comunitat Valenciana;Menores de 25 años;2016;23,33
Hombres;10 Comunitat Valenciana;Menores de 25 años;2015;22,33
Hombres;10 Comunitat Valenciana;Menores de 25 años;2014;18,32
Hombres;10 Comunitat Valenciana;Menores de 25 años;2013;18,99
Hombres;10 Comunitat Valenciana;Menores de 25 años;2012;19,99
Hombres;10 Comunitat Valenciana;Menores de 25 años;2011;21,01
Hombres;10 Comunitat Valenciana;Menores de 25 años;2010;29,89
Hombres;10 Comunitat Valenciana;Menores de 25 años;2009;33,92
Hombres;10 Comunitat Valenciana;Menores de 25 años;2008;45,15
Hombres;10 Comunitat Valenciana;Menores de 25 años;2007;51,75
Hombres;10 Comunitat Valenciana;Menores de 25 años;2006;50,35
Hombres;10 Comunitat Valenciana;25 y más años;2024;60,55
Hombres;10 Comunitat Valenciana;25 y más años;2023;61,18
Hombres;10 Comunitat Valenciana;25 y más años;2022;60,82
Hombres;10 Comunitat Valenciana;25 y más años;2021;58,22
Hombres;10 Comunitat Valenciana;25 y más años;2020;57,8
Hombres;10 Comunitat Valenciana;25 y más años;2019;60,44
Hombres;10 Comunitat Valenciana;25 y más años;2018;59,44
Hombres;10 Comunitat Valenciana;25 y más años;2017;58,18
Hombres;10 Comunitat Valenciana;25 y más años;2016;56,32
Hombres;10 Comunitat Valenciana;25 y más años;2015;54,38
Hombres;10 Comunitat Valenciana;25 y más años;2014;52,92
Hombres;10 Comunitat Valenciana;25 y más años;2013;51,97
Hombres;10 Comunitat Valenciana;25 y más años;2012;52,14
Hombres;10 Comunitat Valenciana;25 y más años;2011;54,78
Hombres;10 Comunitat Valenciana;25 y más años;2010;55,33
Hombres;10 Comunitat Valenciana;25 y más años;2009;57,58
Hombres;10 Comunitat Valenciana;25 y más años;2008;65,18
Hombres;10 Comunitat Valenciana;25 y más años;2007;67,34
Hombres;10 Comunitat Valenciana;25 y más años;2006;68,19
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2024;10,64
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2023;7,87
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2022;8,55
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2021;8,98
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2020;9,23
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2019;12,73
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2018;9,61
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2017;11,44
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2016;9,49
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2015;8,15
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2014;4,38
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2013;6,37
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2012;6,75
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2011;5,15
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2010;9,54
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2009;14,13
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2008;23,9
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2007;32,02
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2006;28,1
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2024;46,46
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2023;47,76
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2022;43,83
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2021;36,81
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2020;39,75
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2019;43,65
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2018;40,18
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2017;35,91
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2016;34,3
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2015;33,24
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2014;28,79
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2013;28,3
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2012;29,67
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2011;32,51
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2010;44,47
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2009;47,74
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2008;59,54
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2007;64,85
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2006;64,8
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2024;81,85
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2023;82,95
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2022;82,91
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2021;79,3
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2020;79,18
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2019;82,88
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2018;81,22
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2017;79,88
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2016;77,01
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2015;74,39
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2014;71,33
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2013;68,88
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2012;68,44
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2011;71,77
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2010;72,12
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2009;73,75
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2008;83,45
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2007;87,06
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2006;88,62
Hombres;10 Comunitat Valenciana;De 55 y más años;2024;32,43
Hombres;10 Comunitat Valenciana;De 55 y más años;2023;32,11
Hombres;10 Comunitat Valenciana;De 55 y más años;2022;31,02
Hombres;10 Comunitat Valenciana;De 55 y más años;2021;29,07
Hombres;10 Comunitat Valenciana;De 55 y más años;2020;28,01
Hombres;10 Comunitat Valenciana;De 55 y más años;2019;28,26
Hombres;10 Comunitat Valenciana;De 55 y más años;2018;27,29
Hombres;10 Comunitat Valenciana;De 55 y más años;2017;25,42
Hombres;10 Comunitat Valenciana;De 55 y más años;2016;24,08
Hombres;10 Comunitat Valenciana;De 55 y más años;2015;22,02
Hombres;10 Comunitat Valenciana;De 55 y más años;2014;22,18
Hombres;10 Comunitat Valenciana;De 55 y más años;2013;22,59
Hombres;10 Comunitat Valenciana;De 55 y más años;2012;22,66
Hombres;10 Comunitat Valenciana;De 55 y más años;2011;23,09
Hombres;10 Comunitat Valenciana;De 55 y más años;2010;23,25
Hombres;10 Comunitat Valenciana;De 55 y más años;2009;25,92
Hombres;10 Comunitat Valenciana;De 55 y más años;2008;28,82
Hombres;10 Comunitat Valenciana;De 55 y más años;2007;27,91
Hombres;10 Comunitat Valenciana;De 55 y más años;2006;27,57
Hombres;11 Extremadura;Total;2024;52,2
Hombres;11 Extremadura;Total;2023;52,89
Hombres;11 Extremadura;Total;2022;52,33
Hombres;11 Extremadura;Total;2021;51,25
Hombres;11 Extremadura;Total;2020;49,14
Hombres;11 Extremadura;Total;2019;52,1
Hombres;11 Extremadura;Total;2018;50,47
Hombres;11 Extremadura;Total;2017;47,9
Hombres;11 Extremadura;Total;2016;47,83
Hombres;11 Extremadura;Total;2015;46,86
Hombres;11 Extremadura;Total;2014;45,67
Hombres;11 Extremadura;Total;2013;42,62
Hombres;11 Extremadura;Total;2012;43,98
Hombres;11 Extremadura;Total;2011;48,72
Hombres;11 Extremadura;Total;2010;50,88
Hombres;11 Extremadura;Total;2009;52,47
Hombres;11 Extremadura;Total;2008;57,4
Hombres;11 Extremadura;Total;2007;58,1
Hombres;11 Extremadura;Total;2006;57,34
Hombres;11 Extremadura;Menores de 25 años;2024;20,99
Hombres;11 Extremadura;Menores de 25 años;2023;22,91
Hombres;11 Extremadura;Menores de 25 años;2022;20,93
Hombres;11 Extremadura;Menores de 25 años;2021;19,87
Hombres;11 Extremadura;Menores de 25 años;2020;20,51
Hombres;11 Extremadura;Menores de 25 años;2019;24,38
Hombres;11 Extremadura;Menores de 25 años;2018;21,24
Hombres;11 Extremadura;Menores de 25 años;2017;20,4
Hombres;11 Extremadura;Menores de 25 años;2016;20,02
Hombres;11 Extremadura;Menores de 25 años;2015;20,19
Hombres;11 Extremadura;Menores de 25 años;2014;18,03
Hombres;11 Extremadura;Menores de 25 años;2013;17,11
Hombres;11 Extremadura;Menores de 25 años;2012;19,31
Hombres;11 Extremadura;Menores de 25 años;2011;22,5
Hombres;11 Extremadura;Menores de 25 años;2010;26,57
Hombres;11 Extremadura;Menores de 25 años;2009;31,83
Hombres;11 Extremadura;Menores de 25 años;2008;42,32
Hombres;11 Extremadura;Menores de 25 años;2007;42,17
Hombres;11 Extremadura;Menores de 25 años;2006;44,87
Hombres;11 Extremadura;25 y más años;2024;56,07
Hombres;11 Extremadura;25 y más años;2023;56,6
Hombres;11 Extremadura;25 y más años;2022;56,2
Hombres;11 Extremadura;25 y más años;2021;55,22
Hombres;11 Extremadura;25 y más años;2020;52,78
Hombres;11 Extremadura;25 y más años;2019;55,64
Hombres;11 Extremadura;25 y más años;2018;54,25
Hombres;11 Extremadura;25 y más años;2017;51,51
Hombres;11 Extremadura;25 y más años;2016;51,55
Hombres;11 Extremadura;25 y más años;2015;50,53
Hombres;11 Extremadura;25 y más años;2014;49,58
Hombres;11 Extremadura;25 y más años;2013;46,33
Hombres;11 Extremadura;25 y más años;2012;47,68
Hombres;11 Extremadura;25 y más años;2011;52,78
Hombres;11 Extremadura;25 y más años;2010;54,75
Hombres;11 Extremadura;25 y más años;2009;55,83
Hombres;11 Extremadura;25 y más años;2008;59,91
Hombres;11 Extremadura;25 y más años;2007;60,81
Hombres;11 Extremadura;25 y más años;2006;59,51
Hombres;11 Extremadura;De 16 a 19 años;2024;6,04
Hombres;11 Extremadura;De 16 a 19 años;2023;5,58
Hombres;11 Extremadura;De 16 a 19 años;2022;7
Hombres;11 Extremadura;De 16 a 19 años;2021;8,24
Hombres;11 Extremadura;De 16 a 19 años;2020;5,84
Hombres;11 Extremadura;De 16 a 19 años;2019;8,46
Hombres;11 Extremadura;De 16 a 19 años;2018;8,63
Hombres;11 Extremadura;De 16 a 19 años;2017;8,05
Hombres;11 Extremadura;De 16 a 19 años;2016;8,68
Hombres;11 Extremadura;De 16 a 19 años;2015;4,33
Hombres;11 Extremadura;De 16 a 19 años;2014;4,09
Hombres;11 Extremadura;De 16 a 19 años;2013;6,31
Hombres;11 Extremadura;De 16 a 19 años;2012;7,76
Hombres;11 Extremadura;De 16 a 19 años;2011;6,88
Hombres;11 Extremadura;De 16 a 19 años;2010;9,66
Hombres;11 Extremadura;De 16 a 19 años;2009;15,34
Hombres;11 Extremadura;De 16 a 19 años;2008;25,41
Hombres;11 Extremadura;De 16 a 19 años;2007;21,27
Hombres;11 Extremadura;De 16 a 19 años;2006;24,38
Hombres;11 Extremadura;De 20 a 24 años;2024;32,51
Hombres;11 Extremadura;De 20 a 24 años;2023;36,19
Hombres;11 Extremadura;De 20 a 24 años;2022;31,51
Hombres;11 Extremadura;De 20 a 24 años;2021;29,19
Hombres;11 Extremadura;De 20 a 24 años;2020;32,08
Hombres;11 Extremadura;De 20 a 24 años;2019;36,96
Hombres;11 Extremadura;De 20 a 24 años;2018;31,05
Hombres;11 Extremadura;De 20 a 24 años;2017;29,74
Hombres;11 Extremadura;De 20 a 24 años;2016;28,27
Hombres;11 Extremadura;De 20 a 24 años;2015;31,37
Hombres;11 Extremadura;De 20 a 24 años;2014;27,72
Hombres;11 Extremadura;De 20 a 24 años;2013;24,6
Hombres;11 Extremadura;De 20 a 24 años;2012;27,43
Hombres;11 Extremadura;De 20 a 24 años;2011;33,66
Hombres;11 Extremadura;De 20 a 24 años;2010;38,85
Hombres;11 Extremadura;De 20 a 24 años;2009;44,03
Hombres;11 Extremadura;De 20 a 24 años;2008;54,94
Hombres;11 Extremadura;De 20 a 24 años;2007;57,89
Hombres;11 Extremadura;De 20 a 24 años;2006;60,35
Hombres;11 Extremadura;De 25 a 54 años;2024;81,29
Hombres;11 Extremadura;De 25 a 54 años;2023;80,47
Hombres;11 Extremadura;De 25 a 54 años;2022;80,22
Hombres;11 Extremadura;De 25 a 54 años;2021;79,11
Hombres;11 Extremadura;De 25 a 54 años;2020;73,75
Hombres;11 Extremadura;De 25 a 54 años;2019;77,15
Hombres;11 Extremadura;De 25 a 54 años;2018;75,57
Hombres;11 Extremadura;De 25 a 54 años;2017;71,41
Hombres;11 Extremadura;De 25 a 54 años;2016;71,41
Hombres;11 Extremadura;De 25 a 54 años;2015;69,45
Hombres;11 Extremadura;De 25 a 54 años;2014;68,01
Hombres;11 Extremadura;De 25 a 54 años;2013;64,12
Hombres;11 Extremadura;De 25 a 54 años;2012;65,75
Hombres;11 Extremadura;De 25 a 54 años;2011;71,68
Hombres;11 Extremadura;De 25 a 54 años;2010;74,17
Hombres;11 Extremadura;De 25 a 54 años;2009;76,83
Hombres;11 Extremadura;De 25 a 54 años;2008;82,01
Hombres;11 Extremadura;De 25 a 54 años;2007;83,21
Hombres;11 Extremadura;De 25 a 54 años;2006;82,32
Hombres;11 Extremadura;De 55 y más años;2024;28,56
Hombres;11 Extremadura;De 55 y más años;2023;29,74
Hombres;11 Extremadura;De 55 y más años;2022;28,26
Hombres;11 Extremadura;De 55 y más años;2021;26,51
Hombres;11 Extremadura;De 55 y más años;2020;26,54
Hombres;11 Extremadura;De 55 y más años;2019;27,72
Hombres;11 Extremadura;De 55 y más años;2018;25,42
Hombres;11 Extremadura;De 55 y más años;2017;23,57
Hombres;11 Extremadura;De 55 y más años;2016;22,6
Hombres;11 Extremadura;De 55 y más años;2015;21,82
Hombres;11 Extremadura;De 55 y más años;2014;20,68
Hombres;11 Extremadura;De 55 y más años;2013;17,56
Hombres;11 Extremadura;De 55 y más años;2012;17,73
Hombres;11 Extremadura;De 55 y más años;2011;20,94
Hombres;11 Extremadura;De 55 y más años;2010;21,61
Hombres;11 Extremadura;De 55 y más años;2009;19,8
Hombres;11 Extremadura;De 55 y más años;2008;21,88
Hombres;11 Extremadura;De 55 y más años;2007;22,13
Hombres;11 Extremadura;De 55 y más años;2006;20,18
Hombres;12 Galicia;Total;2024;52,32
Hombres;12 Galicia;Total;2023;52,07
Hombres;12 Galicia;Total;2022;51,25
Hombres;12 Galicia;Total;2021;51,16
Hombres;12 Galicia;Total;2020;50,88
Hombres;12 Galicia;Total;2019;51,4
Hombres;12 Galicia;Total;2018;50,4
Hombres;12 Galicia;Total;2017;49,19
Hombres;12 Galicia;Total;2016;48,81
Hombres;12 Galicia;Total;2015;47,67
Hombres;12 Galicia;Total;2014;46,23
Hombres;12 Galicia;Total;2013;46,5
Hombres;12 Galicia;Total;2012;48,32
Hombres;12 Galicia;Total;2011;50,94
Hombres;12 Galicia;Total;2010;52,28
Hombres;12 Galicia;Total;2009;54,74
Hombres;12 Galicia;Total;2008;58,54
Hombres;12 Galicia;Total;2007;59,18
Hombres;12 Galicia;Total;2006;58,11
Hombres;12 Galicia;Menores de 25 años;2024;26,23
Hombres;12 Galicia;Menores de 25 años;2023;24,02
Hombres;12 Galicia;Menores de 25 años;2022;21,69
Hombres;12 Galicia;Menores de 25 años;2021;20,4
Hombres;12 Galicia;Menores de 25 años;2020;20,19
Hombres;12 Galicia;Menores de 25 años;2019;23,31
Hombres;12 Galicia;Menores de 25 años;2018;21,83
Hombres;12 Galicia;Menores de 25 años;2017;20,82
Hombres;12 Galicia;Menores de 25 años;2016;20,45
Hombres;12 Galicia;Menores de 25 años;2015;18,06
Hombres;12 Galicia;Menores de 25 años;2014;18,59
Hombres;12 Galicia;Menores de 25 años;2013;18,09
Hombres;12 Galicia;Menores de 25 años;2012;21,64
Hombres;12 Galicia;Menores de 25 años;2011;26,38
Hombres;12 Galicia;Menores de 25 años;2010;29,08
Hombres;12 Galicia;Menores de 25 años;2009;34,34
Hombres;12 Galicia;Menores de 25 años;2008;41,87
Hombres;12 Galicia;Menores de 25 años;2007;45,89
Hombres;12 Galicia;Menores de 25 años;2006;42,59
Hombres;12 Galicia;25 y más años;2024;55,14
Hombres;12 Galicia;25 y más años;2023;55,04
Hombres;12 Galicia;25 y más años;2022;54,33
Hombres;12 Galicia;25 y más años;2021;54,29
Hombres;12 Galicia;25 y más años;2020;53,95
Hombres;12 Galicia;25 y más años;2019;54,17
Hombres;12 Galicia;25 y más años;2018;53,2
Hombres;12 Galicia;25 y más años;2017;51,98
Hombres;12 Galicia;25 y más años;2016;51,6
Hombres;12 Galicia;25 y más años;2015;50,63
Hombres;12 Galicia;25 y más años;2014;49,04
Hombres;12 Galicia;25 y más años;2013;49,46
Hombres;12 Galicia;25 y más años;2012;51,18
Hombres;12 Galicia;25 y más años;2011;53,66
Hombres;12 Galicia;25 y más años;2010;54,94
Hombres;12 Galicia;25 y más años;2009;57,19
Hombres;12 Galicia;25 y más años;2008;60,62
Hombres;12 Galicia;25 y más años;2007;60,92
Hombres;12 Galicia;25 y más años;2006;60,24
Hombres;12 Galicia;De 16 a 19 años;2024;7,74
Hombres;12 Galicia;De 16 a 19 años;2023;6,4
Hombres;12 Galicia;De 16 a 19 años;2022;6,65
Hombres;12 Galicia;De 16 a 19 años;2021;5,85
Hombres;12 Galicia;De 16 a 19 años;2020;6,25
Hombres;12 Galicia;De 16 a 19 años;2019;7,14
Hombres;12 Galicia;De 16 a 19 años;2018;7,78
Hombres;12 Galicia;De 16 a 19 años;2017;3,53
Hombres;12 Galicia;De 16 a 19 años;2016;3,75
Hombres;12 Galicia;De 16 a 19 años;2015;3,64
Hombres;12 Galicia;De 16 a 19 años;2014;3,76
Hombres;12 Galicia;De 16 a 19 años;2013;4,19
Hombres;12 Galicia;De 16 a 19 años;2012;6,91
Hombres;12 Galicia;De 16 a 19 años;2011;10,27
Hombres;12 Galicia;De 16 a 19 años;2010;11,81
Hombres;12 Galicia;De 16 a 19 años;2009;15,14
Hombres;12 Galicia;De 16 a 19 años;2008;20,42
Hombres;12 Galicia;De 16 a 19 años;2007;25,48
Hombres;12 Galicia;De 16 a 19 años;2006;20,42
Hombres;12 Galicia;De 20 a 24 años;2024;41,35
Hombres;12 Galicia;De 20 a 24 años;2023;38,61
Hombres;12 Galicia;De 20 a 24 años;2022;34,38
Hombres;12 Galicia;De 20 a 24 años;2021;32,55
Hombres;12 Galicia;De 20 a 24 años;2020;31,64
Hombres;12 Galicia;De 20 a 24 años;2019;36,55
Hombres;12 Galicia;De 20 a 24 años;2018;33,11
Hombres;12 Galicia;De 20 a 24 años;2017;34,28
Hombres;12 Galicia;De 20 a 24 años;2016;32,94
Hombres;12 Galicia;De 20 a 24 años;2015;28,4
Hombres;12 Galicia;De 20 a 24 años;2014;28,94
Hombres;12 Galicia;De 20 a 24 años;2013;27,69
Hombres;12 Galicia;De 20 a 24 años;2012;31,89
Hombres;12 Galicia;De 20 a 24 años;2011;37,63
Hombres;12 Galicia;De 20 a 24 años;2010;41,1
Hombres;12 Galicia;De 20 a 24 años;2009;47,52
Hombres;12 Galicia;De 20 a 24 años;2008;56,28
Hombres;12 Galicia;De 20 a 24 años;2007;59,33
